date,Mississippi State Penitentiary,Central Mississippi Correctional Facility,Youthful Offender Unit,CMCF TVC,South Mississippi Correctional Institution,County Jails,COMMUNITY WORK CENTERS,Alcorn Satellite Facility,Bolivar Satellite Facility,Delta Satellite Facility,Delta TVC,Forrest Satellite Facility,George Satellite Facility,Harrison Satellite Facility,Jackson Satellite Facility,Jefferson Satellite Facility,Madison Satellite Facility,Noxubee Satellite Facility,Pike Satellite Facility,Quitman Satellite Facility,Rankin Satellite Facility,Flowood TVC,Washington Satellite Facility,Wilkinson Satellite Facility,Yazoo Satellite Facility,REGIONAL CORRECTIONAL FACILITIES,Alcorn County,Bolivar County,Carroll County,Chickasaw County,George County,Holmes County,Issaquena County,Jefferson County,Kemper County,Leake County,Marion County,Stone County,Washington County,Winston County,Yazoo County,PRIVATE PRISONS,East Mississippi,Marshall County,Walnut Grove,Wilkinson County,RESTITUTION CENTERS,Greenwood,Hinds,Pascagoula,TRANSITIONAL HOUSING,Madison,Noxubee,Rankin/Flowood,Washington,Wilkinson,TOTALS
2020-05-03,"2,048","3,449",19,0,"2,535","1,482",551,0,0,61,14,73,0,30,0,0,53,37,84,52,136,0,0,0,0,"4,111",286,279,256,299,322,262,300,260,306,246,376,264,135,239,281,"3,830","1,221",976,0,851,0,0,0,0,2,1,0,1,0,0,"18,027"
2020-05-04,"2,046","3,439",19,0,"2,525","1,492",549,0,0,61,13,73,0,30,0,0,53,37,83,52,136,0,0,0,0,"4,103",286,279,253,299,322,262,299,260,305,243,376,264,135,239,281,"3,830","1,221",976,0,851,0,0,0,0,2,1,0,1,0,0,"18,005"
2020-05-05,"2,037","3,425",19,0,"2,514","1,492",543,0,0,61,11,73,0,30,0,0,53,37,80,51,136,0,0,0,0,"4,098",286,279,253,298,322,262,298,260,305,243,374,264,134,239,281,"3,828","1,220",975,0,851,0,0,0,0,2,1,0,1,0,0,"17,958"
2020-05-06,"2,037","3,432",19,0,"2,512","1,479",536,0,0,61,11,73,0,30,0,0,51,37,80,48,134,0,0,0,0,"4,091",286,279,253,297,321,262,297,260,302,243,374,264,134,239,280,"3,824","1,220",975,0,851,0,0,0,0,2,1,0,1,0,0,"17,932"
2020-05-07,"2,034","3,449",19,0,"2,506","1,436",534,0,0,60,11,73,0,30,0,0,51,37,80,48,133,0,0,0,0,"4,082",284,279,253,296,320,262,296,259,302,241,374,264,134,239,279,"3,822","1,218",975,0,851,0,0,0,0,2,1,0,1,0,0,"17,884"
2020-05-08,"2,033","3,447",19,0,"2,506","1,440",532,0,0,60,10,73,0,30,0,0,50,37,80,48,133,0,0,0,0,"4,077",284,278,253,296,320,261,296,259,301,241,372,264,134,239,279,"3,821","1,217",975,0,851,0,0,0,0,2,1,0,1,0,0,"17,877"
2020-05-09,"2,032","3,448",19,0,"2,505","1,440",532,0,0,60,10,73,0,30,0,0,50,37,80,48,133,0,0,0,0,"4,077",284,278,253,296,320,261,296,259,301,241,372,264,134,239,279,"3,820","1,216",975,0,851,0,0,0,0,2,1,0,1,0,0,"17,875"
2020-05-10,"2,032","3,447",19,0,"2,505","1,440",530,0,0,60,8,73,0,30,0,0,50,37,80,48,133,0,0,0,0,"4,077",284,278,253,296,320,261,296,259,301,241,372,264,134,239,279,"3,819","1,216",974,0,851,0,0,0,0,0,1,0,1,0,0,"17,869"
2020-05-11,"2,031","3,536",19,0,"2,498","1,452",530,0,0,60,8,73,0,30,0,0,50,37,80,48,133,0,0,0,0,"4,074",284,278,253,296,319,261,296,259,301,241,372,264,134,238,278,"3,815","1,216",972,0,850,0,0,0,0,2,1,0,1,0,0,"17,957"
2020-05-12,"2,028","3,423",19,0,"2,497","1,472",528,0,0,60,7,73,0,30,0,0,50,37,80,48,132,0,0,0,0,"4,068",284,278,252,296,318,261,296,259,300,240,372,264,134,236,278,"3,812","1,214",971,0,850,0,0,0,0,2,1,0,1,0,0,"17,849"
2020-05-13,"2,029","3,406",18,0,"2,490","1,475",528,0,0,60,7,73,0,30,0,0,50,37,80,48,132,0,0,0,0,"4,060",284,277,251,295,317,261,295,259,300,238,372,264,134,236,277,"3,811","1,213",971,0,850,0,0,0,0,1,1,0,0,0,0,"17,818"
2020-05-14,"2,032","3,404",18,0,"2,488","1,460",527,0,0,60,7,73,0,30,0,0,49,37,80,48,132,0,0,0,0,"4,055",284,274,251,295,317,261,294,259,300,237,372,264,134,236,277,"3,805","1,212",970,0,850,0,0,0,0,1,1,0,0,0,0,"17,790"
2020-05-15,"2,029","3,401",18,0,"2,486","1,470",524,0,0,90,7,71,0,0,0,0,49,37,79,48,132,0,0,0,0,"4,042",283,272,251,294,316,259,292,259,300,237,371,263,133,236,276,"3,805","1,212",970,0,850,0,0,0,0,1,1,0,0,0,0,"17,776"
2020-05-16,"2,028","3,399",18,0,"2,486","1,470",525,0,0,90,7,71,0,0,0,0,49,37,79,49,132,0,0,0,0,"4,041",283,272,251,294,315,259,292,259,300,237,371,263,133,236,276,"3,805","1,212",970,0,850,0,0,0,0,1,1,0,0,0,0,"17,773"
2020-05-17,"2,027","3,399",18,0,"2,485","1,470",524,0,0,90,7,71,0,0,0,0,49,37,79,48,132,0,0,0,0,"4,041",283,272,251,294,315,259,292,259,300,237,371,263,133,236,276,"3,804","1,211",970,0,850,0,0,0,0,1,1,0,0,0,0,"17,769"
2020-05-18,"2,021","3,392",18,0,"2,483","1,480",529,0,0,90,7,80,0,0,0,0,46,36,78,49,132,0,0,0,0,"4,038",282,272,251,295,315,259,291,259,300,237,370,263,133,235,276,"3,802","1,210",970,0,849,0,0,0,0,1,1,0,0,0,0,"17,764"
2020-05-19,"2,021","3,380",18,0,"2,484","1,489",528,0,0,90,7,80,0,0,0,0,46,36,77,49,132,0,0,0,0,"4,033",282,272,250,295,315,259,291,258,300,235,370,263,133,234,276,"3,792","1,209",970,0,846,0,0,0,0,1,1,0,0,0,0,"17,746"
2020-05-20,"2,019","3,366",18,0,"2,481","1,501",523,0,0,90,7,80,0,0,0,0,46,36,74,49,130,0,0,0,0,"4,026",281,271,251,295,315,259,290,258,299,235,370,262,132,233,275,"3,789","1,207",970,0,845,0,0,0,0,1,1,0,0,0,0,"17,724"
2020-05-21,"2,018","3,365",18,0,"2,479","1,497",520,0,0,97,6,71,0,0,0,0,47,36,74,49,129,0,0,0,0,"4,022",281,271,250,295,315,259,289,258,299,235,370,262,132,232,274,"3,789","1,207",970,0,845,0,0,0,0,1,1,0,0,0,0,"17,709"
2020-05-22,"2,017","3,362",18,0,"2,478","1,508",518,0,0,97,5,71,0,0,0,0,46,36,74,49,129,0,0,0,0,"4,017",281,270,250,295,315,259,289,258,299,234,369,261,132,231,274,"3,788","1,206",970,0,845,0,0,0,0,1,1,0,0,0,0,"17,707"
2020-05-23,"2,017","3,359",18,0,"2,478","1,508",516,0,0,97,5,71,0,0,0,0,45,36,73,49,129,0,0,0,0,"4,015",281,269,249,295,315,259,289,258,299,234,369,261,132,231,274,"3,789","1,207",970,0,845,0,0,0,0,1,1,0,0,0,0,"17,701"
2020-05-24,"2,016","3,359",18,0,"2,478","1,508",516,0,0,97,5,71,0,0,0,0,45,36,73,49,129,0,0,0,0,"4,015",281,269,249,295,315,259,289,258,299,234,369,261,132,231,274,"3,789","1,207",970,0,845,0,0,0,0,1,1,0,0,0,0,"17,700"
2020-05-25,"2,015","3,359",18,0,"2,478","1,508",516,0,0,97,5,71,0,0,0,0,45,36,73,49,129,0,0,0,0,"4,013",281,269,249,295,314,259,289,258,299,234,369,261,132,231,273,"3,788","1,206",970,0,845,0,0,0,0,1,1,0,0,0,0,"17,696"
2020-05-26,"2,011","3,354",18,0,"2,478","1,508",513,0,0,88,5,71,0,0,0,0,53,36,73,49,128,0,0,0,0,"4,006",281,269,248,295,313,259,289,256,298,234,369,261,132,231,271,"3,787","1,205",970,0,845,0,0,0,0,1,1,0,0,0,0,"17,676"
2020-05-27,"2,016","3,342",18,0,"2,472","1,522",510,0,0,88,4,71,0,0,0,0,52,36,73,49,128,0,0,0,0,"3,999",281,269,248,295,312,257,288,255,297,234,368,261,132,231,271,"3,780","1,205",970,0,844,0,0,0,0,1,1,0,0,0,0,"17,660"
2020-05-28,"2,017","3,330",18,0,"2,467","1,529",509,0,0,88,4,71,0,0,0,0,52,36,73,49,127,0,0,0,0,"4,002",288,268,248,295,311,257,288,254,296,234,368,261,132,231,271,"3,765","1,204",969,0,843,0,0,0,0,1,1,0,0,0,0,"17,638"
2020-05-29,"2,012","3,321",18,0,"2,458","1,541",510,0,0,96,4,72,0,0,0,0,44,36,73,49,127,0,0,0,0,"3,991",288,266,247,295,311,257,287,254,294,234,368,261,130,230,269,"3,763","1,203",968,0,843,0,0,0,0,1,1,0,0,0,0,"17,615"
2020-05-30,"2,012","3,320",18,0,"2,457","1,541",510,0,0,96,4,72,0,0,0,0,44,36,73,49,127,0,0,0,0,"3,991",288,266,247,295,311,257,287,254,294,234,368,261,130,230,269,"3,763","1,203",968,0,843,0,0,0,0,1,1,0,0,0,0,"17,613"
2020-05-31,"2,010","3,319",18,0,"2,457","1,541",510,0,0,96,4,72,0,0,0,0,44,36,73,49,127,0,0,0,0,"3,990",288,266,247,295,311,257,287,254,294,234,368,261,130,229,269,"3,763","1,203",968,0,843,0,0,0,0,1,1,0,0,0,0,"17,609"
