date,MSP,MSP_TVC,CMCF,CMCF_TVC,YOU,SMCI,SMCI_TVC,county_jails,community_work_centers,REGIONAL_CORRECTIONAL_FACILITIES,PRIVATE_PRISONS,RESTITUTION_CENTERS,TRANSITIONAL_HOUSING,Governor's_Mansion,E-CODE
2012-06-02,3303,,3075,,,3165,,2140,1542,4286,4297,12,,0,46
2012-06-03,3304,,3075,,,3162,,2140,1540,4285,4295,12,,0,45
2012-06-04,3299,,3104,,,3165,,2098,1605,4282,4289,12,,0,7
2012-06-05,3298,,3091,,,3167,,2082,1609,4318,4297,12,,0,8
2012-06-06,3296,,3111,,,3179,,2065,1619,4318,4302,12,,0,6
2012-06-07,3289,,3144,,,3177,,2035,1619,4360,4304,11,,0,3
2012-06-08,3293,,3158,,,3179,,2056,1594,4349,4298,11,,0,29
2012-06-09,3289,,3158,,,3180,,2056,1591,4348,4297,11,,0,28
2012-06-10,3289,,3156,,,3182,,2056,1588,4344,4296,11,,0,28
2012-06-11,3293,,3182,,,3183,,2049,1596,4346,4295,11,,0,3
2012-06-12,3293,,3174,,,3187,,2033,1611,4341,4302,10,,0,4
2012-06-13,3292,,3203,,,3194,,2015,1602,4346,4300,10,,0,5
2012-06-14,3282,,3205,,,3183,,2043,1602,4349,4308,10,,0,3
2012-06-15,3267,,3236,,,3184,,2058,1572,4351,4289,10,,0,41
2012-06-16,3269,,3235,,,3184,,2058,1570,4348,4288,10,,0,42
2012-06-17,3267,,3237,,,3179,,2058,1571,4345,4288,10,,0,43
2012-06-18,3275,,3244,,,3185,,2063,1599,4347,4289,10,,0,7
2012-06-19,3292,,3256,,,3182,,2050,1610,4348,4289,11,,0,8
2012-06-20,3290,,3288,,,3185,,2061,1605,4344,4286,11,,0,8
2012-06-21,3288,,3277,,,3188,,2073,1618,4346,4282,11,,0,7
2012-06-22,3295,,3236,,,3183,,2105,1614,4343,4289,11,,0,32
2012-06-23,3292,,3232,,,3183,,2105,1613,4339,4287,11,,0,33
2012-06-24,3291,,3230,,,3182,,2105,1613,4335,4286,11,,0,33
2012-06-25,3292,,3238,,,3193,,2091,1631,4340,4283,11,,0,6
2012-06-26,3285,,3290,,,3197,,2072,1630,4333,4281,11,,0,5
2012-06-27,3271,,3290,,,3193,,2048,1585,4335,4286,11,,0,5
2012-06-28,3274,,3234,,,3193,,2065,1610,4347,4308,11,,0,4
2012-06-29,3273,,3212,,,3190,,2075,1613,4352,4311,11,,0,8
2012-06-30,3271,,3214,,,3191,,2075,1610,4350,4303,11,,0,6
2012-07-01,3269,,3212,,,3191,,2075,1607,4347,4303,11,,0,8
2012-07-02,3280,,3207,,,3198,,2057,1597,4348,4305,11,,0,8
2012-07-03,3278,,3236,,,3190,,2017,1594,4347,4309,11,,0,9
2012-07-04,3274,,3239,,,3186,,2017,1594,4342,4308,11,,0,6
2012-07-05,3280,,3253,,,3184,,2000,1595,4341,4311,11,,0,4
2012-07-06,3285,,3264,,,3176,,2013,1592,4331,4318,13,,0,6
2012-07-07,3286,,3260,,,3173,,2013,1589,4327,4313,13,,0,9
2012-07-08,3284,,3260,,,3174,,2013,1586,4325,4312,13,,0,7
2012-07-09,3285,,3266,,,3179,,2008,1581,4338,4313,13,,0,9
2012-07-10,3301,,3251,,,3187,,2000,1579,4352,4325,13,,0,8
2012-07-11,3294,,3260,,,3194,,1981,1578,4351,4326,12,,0,9
2012-07-12,3307,,3227,,,3198,,1987,1582,4350,4331,12,,0,7
2012-07-13,3309,,3207,,,3193,,1978,1542,4347,4328,11,,0,65
2012-07-14,3304,,3206,,,3195,,1978,1542,4341,4325,11,,0,77
2012-07-15,3303,,3203,,,3194,,1978,1541,4340,4323,11,,0,80
2012-07-16,3304,,3171,,,3204,,2047,1591,4345,4324,12,,0,8
2012-07-17,3298,,3208,,,3208,,2016,1590,4348,4321,12,,0,6
2012-07-18,3292,,3226,,,3206,,1993,1593,4352,4322,12,,0,6
2012-07-19,3305,,3234,,,3196,,1971,1596,4349,4317,12,,0,9
2012-07-20,3299,,3223,,,3181,,2018,1566,4338,4311,12,,0,31
2012-07-21,3296,,3217,,,3181,,2018,1562,4332,4310,13,,0,31
2012-07-22,3294,,3217,,,3182,,2018,1557,4330,4307,13,,0,0
2012-07-23,3294,,3174,,,3202,,2015,1594,4331,4308,12,,0,7
2012-07-24,3304,,3174,,,3200,,2021,1587,4337,4310,12,,0,8
2012-07-25,3323,,3168,,,3210,,1997,1590,4347,4306,12,,0,9
2012-07-26,3334,,3157,,,3207,,1988,1595,4345,4295,12,,0,7
2012-07-27,3335,,3170,,,3209,,1991,1587,4343,4286,12,,0,24
2012-07-28,3331,,3164,,,3207,,1991,1585,4340,4284,12,,0,25
2012-07-29,3327,,3161,,,3207,,1991,1583,4337,4282,12,,0,25
2012-07-30,3329,,3171,,,3203,,2012,1593,4337,4281,12,,0,9
2012-07-31,3336,,3191,,,3212,,1983,1611,4341,4278,12,,0,8
2012-08-01,3343,,3186,,,3199,,2004,1603,4341,4263,12,,0,10
2012-08-02,3337,,3184,,,3212,,2018,1603,4342,4253,13,,0,11
2012-08-03,3347,,3193,,,3210,,2043,1590,4341,4247,11,,0,32
2012-08-04,3346,,3190,,,3209,,2043,1588,4338,4246,11,,0,32
2012-08-05,3344,,3191,,,3208,,2043,1589,4335,4245,11,,0,33
2012-08-06,3340,,3205,,,3209,,2049,1607,4345,4239,13,,0,9
2012-08-07,3337,,3255,,,3215,,2059,1598,4346,4233,11,,0,10
2012-08-08,3354,,3232,,,3212,,2054,1604,4356,4229,11,,0,10
2012-08-09,3356,,3246,,,3215,,2064,1597,4355,4222,11,,0,7
2012-08-10,3358,,3215,,,3215,,2084,1596,4356,4220,10,,0,23
2012-08-11,3356,,3214,,,3215,,2084,1591,4352,4217,10,,0,23
2012-08-12,3352,,3214,,,3214,,2084,1589,4347,4216,10,,0,23
2012-08-13,3355,,3216,,,3204,,2079,1612,4350,4221,10,,0,8
2012-08-14,3361,,3224,,,3213,,2091,1606,4352,4224,11,,0,7
2012-08-15,3365,,3208,,,3212,,2083,1582,4358,4214,11,,0,7
2012-08-16,3379,,3213,,,3213,,2088,1585,4357,4211,12,,0,4
2012-08-17,3369,,3195,,,3206,,2131,1561,4355,4210,13,,0,22
2012-08-18,3367,,3194,,,3205,,2131,1559,4353,4206,13,,0,24
2012-08-19,3367,,3190,,,3203,,2131,1555,4351,4204,13,,0,24
2012-08-20,3371,,3191,,,3209,,2167,1569,4349,4195,13,,0,7
2012-08-21,3384,,3207,,,3214,,2158,1566,4355,4187,13,,0,6
2012-08-22,3376,,3216,,,3220,,2174,1563,4357,4185,13,,0,7
2012-08-23,3374,,3216,,,3209,,2175,1576,4355,4183,13,,0,10
2012-08-24,3379,,3215,,,3188,,2209,1565,4349,4161,13,,0,20
2012-08-25,3376,,3215,,,3188,,2209,1562,4341,4158,13,,0,18
2012-08-26,3374,,3214,,,3186,,2209,1562,4334,4157,13,,0,18
2012-08-27,3380,,3299,,,3183,,2143,1567,4334,4157,13,,0,0
2012-08-28,3387,,3295,,,3187,,2116,1579,4352,4161,13,,0,8
2012-08-29,3395,,3263,,,3188,,2139,1585,4355,4162,15,,0,7
2012-08-30,3397,,3244,,,3181,,2149,1585,4342,4187,15,,0,9
2012-09-01,3395,,3267,,,3173,,2166,1576,4343,4174,14,,0,6
2012-09-02,3394,,3265,,,3172,,2166,1575,4341,4172,14,,0,5
2012-09-03,3391,,3267,,,3172,,2166,1574,4339,4169,14,,0,4
2012-09-04,3392,,3268,,,3176,,2155,1562,4350,4181,14,,0,4
2012-09-05,3392,,3258,,,3183,,2149,1551,4347,4180,14,,0,7
2012-09-06,3395,,3280,,,3185,,2135,1560,4350,4182,15,,0,6
2012-09-07,3382,,3294,,,3179,,2106,1536,4347,4188,15,,0,27
2012-09-08,3377,,3291,,,3179,,2106,1533,4339,4187,15,,0,29
2012-09-09,3376,,3289,,,3177,,2106,1533,4338,4185,15,,0,29
2012-09-10,3383,,3281,,,3183,,2196,1560,4344,4187,15,,0,7
2012-09-11,3375,,3268,,,3193,,2112,1567,4349,4188,15,,0,7
2012-09-12,3380,,3273,,,3191,,2102,1562,4339,4197,14,,0,5
2012-09-13,3370,,3258,,,3197,,2091,1568,4355,4195,14,,0,6
2012-09-14,3376,,3259,,,3180,,2139,1549,4355,4189,14,,0,34
2012-09-15,3373,,3260,,,3178,,2139,1543,4353,4187,14,,0,33
2012-09-16,3372,,3258,,,3174,,2139,1541,4352,4187,14,,0,35
2012-09-17,3370,,3251,,,3187,,2168,1557,4358,4186,14,,0,9
2012-09-18,3374,,3267,,,3191,,2187,1556,4361,4191,14,,0,5
2012-09-19,3380,,3307,,,3196,,2132,1524,4353,4188,14,,0,9
2012-09-20,3380,,3297,,,3200,,2150,1534,4355,4189,14,,0,9
2012-09-21,3371,,3305,,,3196,,2151,1498,4357,4191,14,,0,55
2012-09-22,3370,,3300,,,3193,,2151,1496,4353,4190,14,,0,57
2012-09-23,3370,,3301,,,3193,,2151,1495,4351,4189,14,,0,55
2012-09-24,3370,,3325,,,3188,,2150,1534,4353,4181,14,,0,9
2012-09-25,3367,,3331,,,3199,,2179,1524,4353,4183,14,,0,10
2012-09-26,3378,,3332,,,3193,,2197,1535,4348,4177,14,,0,11
2012-09-27,3378,,3356,,,3183,,2192,1538,4355,4170,14,,0,10
2012-09-28,3373,,3361,,,3174,,2208,1534,4356,4136,14,,0,22
2012-09-29,3367,,3355,,,3170,,2208,1533,4351,4134,14,,0,18
2012-09-30,3362,,3353,,,3170,,2208,1531,4350,4134,14,,0,17
2012-10-01,3370,,3322,,,3177,,2223,1547,4354,4140,14,,0,8
2012-10-02,3373,,3322,,,3181,,2205,1552,4349,4134,14,,0,8
2012-10-03,3382,,3325,,,3177,,2191,1566,4349,4129,14,,0,7
2012-10-04,3381,,3343,,,3183,,2183,1561,4350,4129,14,,0,9
2012-10-05,3370,,3341,,,3176,,2196,1546,4347,4124,13,,0,38
2012-10-06,3370,,3344,,,3172,,2196,1542,4344,4122,13,,0,37
2012-10-07,3369,,3343,,,3173,,2196,1540,4342,4122,13,,0,38
2012-10-08,3380,,3320,,,3179,,2211,1575,4349,4123,13,,0,7
2012-10-09,3388,,3336,,,3194,,2187,1566,4352,4121,13,,0,5
2012-10-10,3386,,3358,,,3200,,2166,1563,4348,4122,13,,0,6
2012-10-11,3379,,3381,,,3196,,2188,1550,4350,4122,13,,0,2
2012-10-12,3376,,3380,,,3190,,2203,1533,4353,4120,12,,0,28
2012-10-13,3374,,3376,,,3189,,2203,1529,4352,4119,12,,0,28
2012-10-14,3373,,3376,,,3185,,2203,1527,4351,4118,12,,0,27
2012-10-15,3371,,3352,,,3186,,2199,1539,4353,4167,13,,0,6
2012-10-16,3369,,3380,,,3183,,2194,1540,4353,4167,13,,0,6
2012-10-17,3374,,3359,,,3186,,2243,1542,4352,4168,12,,0,6
2012-10-18,3370,,3333,,,3185,,2266,1507,4352,4170,12,,0,7
2012-10-19,3378,,3333,,,3187,,2263,1489,4345,4175,12,,0,25
2012-10-20,3375,,3334,,,3184,,2263,1483,4342,4173,12,,0,26
2012-10-21,3371,,3332,,,3182,,2263,1483,4339,4172,12,,0,26
2012-10-22,3355,,3308,,,3187,,2282,1492,4347,4195,12,,0,9
2012-10-23,3356,,3323,,,3187,,2264,1486,4357,4220,14,,0,7
2012-10-24,3380,,3300,,,3186,,2287,1489,4355,4220,13,,0,6
2012-10-25,3379,,3283,,,3193,,2299,1498,4354,4224,13,,0,6
2012-10-26,3366,,3300,,,3195,,2297,1465,4358,4229,13,,0,45
2012-10-27,3364,,3298,,,3192,,2297,1461,4354,4225,13,,0,45
2012-10-28,3363,,3296,,,3192,,2297,1461,4346,4224,13,,0,46
2012-10-29,3368,,3326,,,3193,,2304,1485,4344,4225,13,,0,7
2012-10-30,3372,,3323,,,3188,,2274,1480,4348,4273,13,,0,7
2012-10-31,3379,,3327,,,3186,,2243,1490,4349,4269,13,,0,6
2012-11-01,3369,,3346,,,3181,,2233,1494,4353,4267,12,,0,6
2012-11-02,3373,,3328,,,3174,,2216,1490,4355,4265,12,,0,21
2012-11-03,3370,,3332,,,3173,,2216,1488,4352,4264,12,,0,21
2012-11-04,3369,,3334,,,3172,,2216,1484,4351,4262,12,,0,21
2012-11-05,3368,,3354,,,3166,,2194,1492,4356,4257,12,,0,7
2012-11-06,3380,,3358,,,3171,,2174,1487,4360,4268,13,,0,6
2012-11-07,3384,,3371,,,3174,,2161,1484,4354,4269,14,,0,10
2012-11-08,3382,,3356,,,3169,,2200,1494,4356,4271,14,,0,8
2012-11-09,3376,,3355,,,3179,,2190,1471,4361,4267,14,,0,41
2012-11-10,3376,,3352,,,3179,,2190,1468,4357,4265,14,,0,43
2012-11-11,3375,,3351,,,3180,,2190,1463,4354,4263,14,,0,43
2012-11-12,3373,,3349,,,3182,,2190,1493,4353,4259,14,,0,9
2012-11-13,3372,,3366,,,3176,,2192,1489,4352,4264,14,,0,10
2012-11-14,3371,,3361,,,3180,,2179,1496,4354,4268,14,,0,11
2012-11-15,3373,,3363,,,3188,,2198,1489,4359,4268,15,,0,7
2012-11-16,3374,,3341,,,3170,,2223,1498,4359,4273,15,,0,10
2012-11-17,3370,,3336,,,3165,,2223,1497,4358,4272,15,,0,11
2012-11-18,3368,,3336,,,3163,,2223,1496,4354,4272,15,,0,10
2012-11-19,3364,,3337,,,3168,,2254,1495,4352,4273,15,,0,10
2012-11-20,3371,,3342,,,3178,,2281,1505,4349,4274,15,,0,10
2012-11-21,3367,,3328,,,3174,,2310,1508,4354,4264,15,,0,8
2012-11-22,3365,,3326,,,3174,,2312,1508,4346,4264,15,,0,10
2012-11-23,3364,,3325,,,3172,,2313,1508,4341,4261,14,,0,13
2012-11-24,3368,,3331,,,3171,,2313,1496,4340,4260,14,,0,14
2012-11-25,3367,,3329,,,3170,,2313,1495,4338,4260,14,,0,12
2012-11-26,3366,,3347,,,3174,,2298,1484,4350,4250,14,,0,9
2012-11-27,3369,,3354,,,3177,,2293,1478,4353,4244,14,,0,11
2012-11-28,3361,,3326,,,3181,,2316,1466,4351,4259,14,,0,12
2012-11-29,3359,,3341,,,3188,,2297,1464,4349,4264,13,,0,10
2012-11-30,3380,,3338,,,3186,,2296,1467,4353,4259,14,,0,13
2012-12-01,3379,,3332,,0,3185,,2296,1463,4350,4257,14,,0,14
2012-12-02,3379,,3333,,0,3188,,2296,1458,4348,4254,14,,0,14
2012-12-03,3380,,3336,,0,3190,,2288,1457,4350,4263,13,,0,12
2012-12-04,3377,,3351,,0,3188,,2281,1457,4357,4265,13,,0,6
2012-12-05,3372,,3355,,0,3181,,2309,1476,4357,4260,14,,0,6
2012-12-06,3376,,3374,,0,3161,,2302,1475,4358,4254,14,,0,6
2012-12-07,3378,,3346,,0,3206,,2306,1475,4358,4241,14,,0,8
2012-12-08,3377,,3343,,0,3203,,2306,1474,4355,4241,14,,0,9
2012-12-09,3378,,3338,,0,3205,,2306,1472,4351,4239,14,,0,10
2012-12-10,3370,,3347,,0,3203,,2345,1468,4353,4232,14,,0,11
2012-12-11,3368,,3336,,0,3259,,2337,1476,4353,4223,14,,0,7
2012-12-12,3358,,3335,,23,3255,,2344,1489,4354,4211,14,,0,7
2012-12-13,3348,,3288,,26,3256,,2328,1484,4356,4286,13,,0,7
2012-12-14,3352,,3303,,27,3247,,2315,1488,4356,4282,13,,0,7
2012-12-15,3349,,3302,,26,3247,,2315,1487,4356,4280,13,,0,7
2012-12-16,3347,,3302,,22,3246,,2315,1485,4352,4278,13,,0,5
2012-12-17,3347,,3332,,23,3243,,2322,1480,4353,4273,13,,0,5
2012-12-18,3364,,3326,,26,3243,,2314,1482,4356,4276,13,,0,4
2012-12-19,3361,,3341,,25,3247,,2303,1484,4361,4284,11,,0,4
2012-12-20,3365,,3325,,25,3239,,2273,1489,4350,4337,13,,0,3
2012-12-21,3358,,3340,,26,3242,,2251,1507,4355,4334,13,,0,5
2012-12-22,3358,,3331,,28,3239,,2251,1504,4350,4333,13,,0,7
2012-12-23,3356,,3331,,28,3240,,2251,1502,4344,4333,13,,0,5
2012-12-24,3352,,3329,,25,3240,,2250,1501,4342,4329,13,,0,5
2012-12-25,3351,,3326,,24,3239,,2250,1501,4337,4327,13,,0,6
2012-12-26,3351,,3332,,24,3246,,2242,1509,4342,4327,11,,0,4
2012-12-27,3353,,3363,,23,3249,,2214,1503,4354,4329,11,,0,4
2012-12-28,3357,,3358,,24,3250,,2180,1488,4354,4346,10,,0,8
2012-12-29,3356,,3356,,25,3250,,2180,1486,4353,4343,10,,0,6
2012-12-30,3356,,3356,,25,3247,,2180,1482,4350,4339,10,,0,6
2012-12-31,3354,,3357,,25,3247,,2179,1480,4350,4335,10,,0,5
2013-01-01,3354,,3355,,25,3245,,2180,1476,4346,4332,10,,0,5
2013-01-02,3375,,3369,,24,3253,,2119,1472,4357,4339,10,,0,5
2013-01-03,3383,,3384,,20,3257,,2059,1460,4355,4340,10,,0,5
2013-01-04,3384,,3423,,15,3254,,1987,1466,4374,4347,10,,0,5
2013-01-05,3382,,3422,,15,3254,,1987,1464,4370,4346,10,,0,5
2013-01-06,3380,,3415,,18,3254,,1988,1461,4369,4346,10,,0,6
2013-01-07,3377,,3415,,22,3250,,1988,1455,4361,4343,10,,0,6
2013-01-08,3376,,3402,,18,3246,,2000,1454,4351,4335,13,,0,5
2013-01-09,3370,,3401,,18,3246,,2042,1452,4344,4328,13,,0,10
2013-01-10,3361,,3401,,18,3236,,2080,1445,4337,4323,13,,0,8
2013-01-11,3366,,3398,,18,3233,,2103,1358,4324,4302,12,,0,91
2013-01-12,3363,,3395,,19,3233,,2103,1355,4321,4301,12,,0,91
2013-01-13,3363,,3395,,18,3233,,2103,1353,4320,4299,12,,0,91
2013-01-14,3366,,3402,,18,3230,,2129,1437,4308,4293,13,,0,7
2013-01-15,3363,,3403,,19,3228,,2157,1431,4304,4290,13,,0,5
2013-01-16,3359,,3402,,19,3223,,2185,1428,4295,4285,12,,0,6
2013-01-17,3356,,3402,,19,3219,,2204,1421,4287,4279,12,,0,7
2013-01-18,3322,,3366,,19,3210,,2246,1425,4285,4277,13,,0,36
2013-01-19,3318,,3358,,18,3207,,2246,1421,4281,4274,13,,0,37
2013-01-20,3315,,3353,,19,3206,,2246,1420,4278,4269,13,,0,40
2013-01-21,3310,,3353,,19,3204,,2261,1451,4273,4267,12,,0,10
2013-01-22,3341,,3165,,19,3224,,2228,1469,4346,4286,12,,0,9
2013-01-23,3335,,3253,,19,3241,,2194,1460,4346,4281,12,,0,9
2013-01-24,3351,,3242,,19,3240,,2184,1442,4354,4283,13,,0,9
2013-01-25,3346,,3226,,17,3251,,2204,1428,4353,4282,14,,0,40
2013-01-26,3346,,3220,,19,3250,,2204,1429,4349,4282,14,,0,40
2013-01-27,3342,,3220,,19,3249,,2204,1428,4348,4278,14,,0,41
2013-01-28,3385,,3233,,22,3243,,2185,1454,4362,4276,14,,0,11
2013-01-29,3358,,3233,,22,3243,,2185,1450,4347,4282,14,,0,12
2013-01-30,3359,,3303,,22,3241,,2173,1457,4361,4271,14,,0,7
2013-01-31,3357,,3300,,22,3241,,2150,1440,4327,4271,14,,0,12
2013-02-01,3342,,3278,,22,3223,,2203,1453,4341,4284,41,,0,28
2013-02-02,3341,,3274,,22,3223,,2188,1452,4334,4280,40,,0,27
2013-02-03,3339,,3271,,22,3221,,2203,1446,4333,4279,42,,0,29
2013-02-04,3346,,3294,,22,3227,,2188,1454,4330,4282,23,,0,9
2013-02-05,3355,,3301,,22,3229,,2178,1456,4335,4278,22,,0,8
2013-02-06,3380,,3229,,24,3238,,2153,1468,4352,4311,22,,0,8
2013-02-07,3370,,3235,,24,3226,,2175,1476,4345,4309,25,,0,11
2013-02-08,3353,,3219,,24,3237,,2176,1477,4334,4306,53,,0,38
2013-02-09,3352,,3218,,24,3238,,2176,1472,4329,4301,53,,0,38
2013-02-10,3351,,3218,,24,3237,,2176,1472,4326,4300,52,,0,37
2013-02-11,3349,,3217,,24,3233,,2185,1496,4339,4301,23,,0,8
2013-02-12,3362,,3188,,25,3243,,2174,1503,4347,4312,24,,0,9
2013-02-13,3363,,3183,,25,3250,,2175,1502,4353,4209,25,,0,10
2013-02-14,3353,,3173,,22,3244,,2177,1525,4350,4317,26,,0,11
2013-02-15,3344,,3146,,23,3215,,2199,1508,4375,4305,51,,0,36
2013-02-16,3340,,3142,,24,3216,,2199,1507,4370,4302,50,,0,37
2013-02-17,3340,,3141,,24,3216,,2199,1505,4366,4302,50,,0,37
2013-02-18,3337,,3141,,24,3215,,2203,1528,4360,4299,28,,0,13
2013-02-19,3331,,3162,,24,3225,,2213,1532,4362,4302,26,,0,11
2013-02-20,3333,,3185,,24,3242,,2198,1529,4366,4305,21,,0,8
2013-02-21,3326,,3185,,24,3242,,2228,1531,4364,4300,12,,0,0
2013-02-22,3337,,3195,,26,3236,,2225,1530,4364,4291,41,,0,30
2013-02-23,3333,,3194,,26,3236,,2225,1529,4361,4289,40,,0,29
2013-02-24,3330,,3193,,25,3233,,2225,1528,4359,4286,41,,0,30
2013-02-25,3341,,3185,,26,3230,,2229,1554,4356,4296,20,,0,9
2013-02-26,3346,,3213,,26,3228,,2224,1549,4361,4296,22,,0,11
2013-02-27,3334,,3210,,27,3228,,2246,1550,4367,4301,22,,0,9
2013-02-28,3334,,3224,,26,3226,,2261,1542,4367,4298,22,,0,9
2013-03-01,3341,,3193,,26,3221,,2289,1528,4364,4304,63,,0,50
2013-03-02,3341,,3193,,26,3218,,2289,1528,4360,4302,62,,0,49
2013-03-03,3340,,3194,,26,3221,,2285,1524,4353,4301,61,,0,48
2013-03-04,3340,,3200,,26,3222,,2304,1561,4352,4314,21,,0,9
2013-03-05,3347,,3223,,26,3227,,2306,1557,4347,4317,22,,0,9
2013-03-06,3353,,3231,,25,3229,,2314,1559,4347,4319,22,,0,9
2013-03-07,3350,,3246,,26,3225,,2319,1555,4350,4316,24,,0,11
2013-03-08,3380,,3216,,27,3222,,2333,1535,4353,4315,49,,0,35
2013-03-09,3378,,3216,,27,3222,,2332,1533,4347,4312,49,,0,35
2013-03-10,3376,,3213,,27,3222,,2335,1531,4345,4311,46,,0,32
2013-03-11,3369,,3238,,26,3225,,2335,1537,4349,4312,25,,0,11
2013-03-12,3371,,3271,,26,3223,,2335,1543,4350,4313,21,,0,7
2013-03-13,3355,,3262,,27,3217,,2319,1521,4375,4324,21,,0,7
2013-03-14,3367,,3273,,27,3215,,2317,1520,4375,4322,21,,0,7
2013-03-15,3367,,3271,,27,3213,,2295,1506,4375,4318,56,,0,42
2013-03-16,3368,,3268,,27,3213,,2295,1504,4373,4316,57,,0,43
2013-03-17,3367,,3272,,22,3214,,2295,1501,4370,4315,57,,0,43
2013-03-18,3381,,3263,,27,3220,,2324,1533,4368,4318,21,,0,7
2013-03-19,3375,,3248,,27,3217,,2371,1543,4366,4316,20,,0,6
2013-03-20,3374,,3286,,27,3220,,2362,1542,4369,4317,22,,0,8
2013-03-21,3369,,3324,,28,3207,,2342,1549,4372,4313,22,,0,8
2013-03-22,3375,,3314,,28,3208,,2347,1552,4368,4288,31,,0,17
2013-03-23,3370,,3311,,28,3207,,2349,1549,4368,4283,32,,0,18
2013-03-24,3371,,3308,,28,3208,,2347,1546,4366,4281,32,,0,19
2013-03-25,3387,,3300,,28,3208,,2324,1556,4367,4299,24,,0,10
2013-03-26,3385,,3305,,29,3209,,2339,1559,4369,4322,25,,0,11
2013-03-27,3385,,3336,,29,3206,,2322,1559,4368,4320,23,,0,9
2013-03-28,3382,,3349,,29,3203,,2350,1569,4368,4316,23,,0,9
2013-03-29,3371,,3339,,29,3209,,2357,1551,4368,4317,22,,0,9
2013-03-30,3367,,3333,,29,3204,,2357,1547,4361,4316,38,,0,25
2013-04-01,3371,,3347,,29,3209,,2365,1554,4361,4308,26,,0,12
2013-04-02,3369,,3360,,29,3213,,2355,1551,4369,4315,25,,0,11
2013-04-03,3377,,3341,,29,3228,,2374,1565,4360,4323,25,,0,11
2013-04-04,3374,,3329,,29,3232,,2387,1564,4363,4320,22,,0,11
2013-04-05,3369,,3325,,28,3230,,2406,1549,4363,4321,38,,0,27
2013-04-06,3366,,3322,,27,3230,,2406,1549,4360,4318,37,,0,26
2013-04-07,3365,,3321,,27,3230,,2406,1548,4358,4316,37,,0,26
2013-04-08,3368,,3326,,27,3226,,2432,1540,4361,4316,20,,0,9
2013-04-09,3382,,3333,,27,3225,,2433,1545,4354,4313,17,,0,6
2013-04-10,3382,,3253,,28,3223,,2390,1529,4431,4314,17,,0,6
2013-04-11,3386,,3287,,23,3223,,2373,1530,4426,4318,18,,0,7
2013-04-12,3374,,3286,,22,3224,,2397,1535,4428,4324,27,,0,16
2013-04-13,3371,,3284,,25,3220,,2397,1534,4425,4322,28,,0,17
2013-04-14,3368,,3283,,26,3223,,2397,1527,4422,4321,28,,0,17
2013-04-15,3361,,3311,,26,3225,,2400,1527,4426,4322,22,,0,10
2013-04-16,3380,,3318,,27,3223,,2381,1524,4425,4322,21,,0,10
2013-04-17,3382,,3340,,27,3231,,2365,1536,4426,4317,22,,0,11
2013-04-18,3378,,3348,,28,3236,,2347,1551,4419,4303,20,,0,9
2013-04-19,3373,,3332,,28,3239,,2350,1552,4425,4317,30,,0,19
2013-04-20,3371,,3328,,28,3239,,2350,1548,4420,4314,20,,0,9
2013-04-21,3370,,3331,,28,3239,,2350,1545,4417,4311,30,,0,20
2013-04-22,3384,,3343,,29,3246,,2327,1542,4420,4310,24,,0,14
2013-04-23,3384,,3363,,29,3246,,2307,1551,4425,4309,25,,0,14
2013-04-24,3372,,3369,,27,3247,,2312,1554,4425,4308,26,,0,15
2013-04-25,3369,,3357,,26,3253,,2307,1568,4432,4306,19,,0,9
2013-04-26,3367,,3370,,26,3240,,2321,1575,4427,4280,23,,0,11
2013-04-27,3365,,3368,,27,3239,,2322,1574,4424,4280,23,,0,11
2013-04-28,3365,,3365,,28,3239,,2321,1572,4422,4279,23,,0,11
2013-04-29,3364,,3365,,29,3240,,2328,1575,4418,4275,24,,0,12
2013-04-30,3354,,3390,,29,3236,,2316,1558,4418,4278,23,,0,12
2013-05-01,3364,,3340,,29,3234,,2348,1567,4424,4275,20,,0,11
2013-05-02,3354,,3319,,30,3231,,2361,1588,4423,4285,19,,0,10
2013-05-03,3339,,3314,,30,3213,,2405,1581,4420,4296,28,,0,17
2013-05-04,3337,,3309,,30,3214,,2405,1579,4416,4295,26,,0,15
2013-05-05,3335,,3309,,28,3213,,2405,1576,4414,4294,27,,0,16
2013-05-06,3337,,3320,,30,3223,,2382,1575,4411,4294,18,,0,7
2013-05-07,3339,,3320,,29,3240,,2373,1567,4415,4290,19,,0,8
2013-05-08,3350,,3328,,29,3242,,2353,1563,4413,4290,16,,0,5
2013-05-09,3337,,3316,,30,3242,,2322,1554,4426,4289,19,,0,8
2013-05-10,3335,,3329,,31,3237,,2312,1553,4424,4285,12,,0,0
2013-05-11,3335,,3327,,31,3234,,2312,1552,4422,4284,12,,0,0
2013-05-12,3334,,3326,,31,3233,,2312,1551,4421,4282,12,,0,0
2013-05-13,3345,,3328,,29,3235,,2310,1540,4416,4295,12,,0,0
2013-05-14,3348,,3348,,30,3236,,2295,1534,4426,4297,12,,0,0
2013-05-15,3369,,3344,,31,3235,,2308,1538,4422,4305,11,,0,0
2013-05-16,3366,,3376,,31,3237,,2305,1529,4425,4310,10,,0,0
2013-05-17,3367,,3355,,32,3225,,2331,1482,4419,4311,9,,0,0
2013-05-18,3366,,3353,,32,3223,,2331,1481,4414,4311,9,,0,0
2013-05-19,3366,,3354,,31,3223,,2331,1479,4412,4309,9,,0,0
2013-05-20,3366,,3361,,31,3228,,2304,1528,4418,4312,10,,0,0
